chromosome,gene_id,gene_name,start_bp,end_bp,strand,essential_status,feature_type,source_file,source_sheet
chrI,S000000065,RFA1,156754,158619,-,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrI,S000000066,SEN34,158966,159793,+,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIII,S000000544,GID7,52645,54882,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrI,S000000067,YAR009C,160597,164187,-,Unknown,transposable element gene,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrI,S000000078,PRM9,186836,187732,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrI,S000000068,YAR010C,164544,165866,-,Unknown,transposable element gene,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrI,S000000069,BUD14,166742,168871,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrI,S000000070,ADE1,169375,170295,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIII,S000000551,YCL046W,46640,46963,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIV,S000007255,TIM11,1112003,1112293,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrI,S000000071,KIN3,170396,171703,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrI,S000000072,CDC15,172211,175135,-,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrI,S000000073,PAU7,176856,177023,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVIII,S000006997,YHRCdelta10,389177,389509,-,Unknown,long terminal repeat,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrI,S000000080,YAT1,190193,192256,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrI,S000000081,SWH1,192619,196185,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrI,S000000083,YAR047C,201467,201787,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrV,S000007256,TIM9,117211,117474,+,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrI,S000000084,FLO1,203403,208016,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrI,S000000085,YAR053W,208367,208663,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrI,S000000086,YAR060C,217157,217492,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrI,S000000089,YAR064W,220198,220497,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVIII,S000006998,YHRCdelta11,389613,389845,-,Unknown,long terminal repeat,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrI,S000000094,PHO11,225460,226863,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrI,S000000095,IMD1,227742,228953,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrII,S000000176,PET112,73070,74695,-,Ambiguous,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrII,S000000177,YBL081W,71866,72972,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrII,S000000178,ALG3,69751,71127,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrII,S000000179,YBL083C,69713,70138,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrII,S000000180,CDC27,67169,69445,-,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIII,S000000552,POF1,43661,44437,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrII,S000000181,BOI1,63876,66818,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrII,S000000182,HOI1,61202,62602,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrII,S000000183,RPL23A,59822,60739,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrII,S000000183,S000000183,60194,60697,-,Unknown,intron,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrII,S000000184,TEL1,51019,59382,-,Ambiguous,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrII,S000000185,AVT5,49574,50953,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrII,S000000186,MRP21,48825,49358,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005369,MDM12,309324,310139,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrII,S000000187,MAP2,47363,48628,-,Ambiguous,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIII,S000000540,GRX1,60841,61173,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIII,S000000541,GFD2,59026,60726,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIII,S000000542,SRO9,57374,58678,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIII,S000000543,ATG22,54941,56527,-,Ambiguous,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIV,S000118427,ARS403,15493,15739,+,Unknown,ARS,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIV,S000118427,S000118427,15666,15682,+,Unknown,ARS_consensus_sequence,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIII,S000000545,GLK1,50838,52340,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIII,S000000546,YCL041C,50133,50627,-,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIII,S000000547,YCL042W,50584,50943,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIII,S000000548,PDI1,48653,50221,-,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIII,S000000549,MGR1,47111,48364,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIII,S000000550,EMC1,44623,46905,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIII,S000000553,SPS22,42165,43556,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVIII,S000001144,KIC1,316572,319814,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVIII,S000001145,SBE22,320414,322972,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVIII,S000001146,GRE3,323409,324392,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVIII,S000001147,YPT35,324766,325410,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVIII,S000001148,TRR2,325598,326626,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVIII,S000001149,CDC12,326813,328036,-,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVIII,S000001150,GGA2,328303,330060,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVIII,S000001151,CTM1,330310,332067,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXI,S000001555,STB6,299582,301882,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXI,S000001561,DHR2,288845,291052,+,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXI,S000001556,LHS1,296430,299075,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXI,S000001563,VMA5,285030,286208,+,Ambiguous,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXI,S000001557,MUD2,294610,296193,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXI,S000001558,AAN1,292956,294308,-,Ambiguous,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXI,S000001559,PSY1,292838,293221,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXI,S000001562,SMY1,286603,288573,+,Ambiguous,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXI,S000001564,TEF4,282891,284455,+,Ambiguous,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXI,S000001564,S000001564,283096,283421,+,Ambiguous,intron,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXI,S000001565,RRP14,281025,282329,-,Ambiguous,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXI,S000001566,YKL083W,280921,281535,+,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXI,S000001567,HOT13,280509,280859,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXI,S000001568,MDH1,279123,280127,+,Ambiguous,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXI,S000001569,SRX1,278281,278664,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXI,S000001570,CYT2,277189,277863,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXI,S000001571,CAB3,275283,276998,+,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXI,S000001572,MIF2,273394,275043,+,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXI,S000001573,CUE2,271878,273209,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXI,S000001574,YKL091C,269718,270650,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXI,S000001581,MTC2,256770,257843,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXI,S000001575,BUD2,266145,269459,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXI,S000001576,MBR1,264789,265808,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXI,S000001577,YJU3,263349,264290,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXI,S000001578,YJU2,262277,263113,+,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXI,S000001579,CWP1,261132,261851,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXI,S000001580,YKL097C,258503,258913,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXI,S000001582,UTP11,255720,256472,-,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXI,S000001646,PIR3,144401,145378,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXI,S000001647,PIR1,141794,142819,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXI,S000001648,MCD4,137932,140691,-,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXI,S000001649,TPK3,134509,135705,-,Ambiguous,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXI,S000001650,MRP49,133721,134134,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXI,S000001651,KKQ8,131288,133462,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXI,S000001652,YKL169C,130685,131068,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXI,S000001654,NNK1,127475,130261,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXI,S000001655,EBP2,125759,127042,+,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXI,S000001656,SNU114,122517,125543,+,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXI,S000001657,TPO5,120380,122236,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXI,S000001658,ZRT3,118793,120304,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVIII,S000006999,YHRCdelta12,463920,464147,-,Unknown,long terminal repeat,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXI,S000001659,LST4,115500,117986,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXI,S000001660,YKL177W,114356,114694,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXI,S000001661,STE3,113215,114627,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXI,S000001662,COY1,110464,112503,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXI,S000001663,RPL17A,109269,110129,+,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXI,S000001663,S000001663,109578,109883,+,Essential,intron,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXI,S000001664,PRS1,107316,108599,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXI,S000001665,FAS1,100671,106826,+,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXI,S000001666,LOT5,98721,99641,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXI,S000001667,SPE1,96757,98157,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXI,S000001668,ASH1,94499,96265,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXI,S000001669,MTR2,92744,93298,-,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXI,S000001669,S000001669,93312,93465,-,Essential,five_prime_UTR_intron,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXI,S000001670,FAT3,89284,91536,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrII,S000000459,MTC4,724456,726540,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXI,S000001671,PXA2,86225,88786,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXI,S000001672,HYM1,84704,85903,+,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXI,S000001673,CNB1,82947,83550,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXI,S000001673,S000001673,82999,83074,+,Unknown,intron,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXI,S000001674,DPH2,81035,82639,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrII,S000000314,ALG1,458872,460221,+,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrII,S000000315,YSA1,461178,461873,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrII,S000000316,CYC8,462870,465770,-,Ambiguous,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrII,S000000317,YBR113W,465566,466048,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrII,S000000442,AAG1,695107,697302,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrII,S000000443,ERT1,698354,699943,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrII,S000000444,THI2,700490,701842,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrII,S000000460,RIB5,727386,728102,-,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrII,S000000447,ALG7,705447,706793,-,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrII,S000000448,GPX2,707528,708016,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrII,S000000449,ISW1,708150,711539,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrII,S000000450,RRT2,711591,712754,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrII,S000000451,ENP1,713004,714455,-,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005392,OPI10,265429,266169,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrII,S000000452,HIS7,714807,716465,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrII,S000000453,ARO4,716882,717994,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrII,S000000454,SPO23,719033,720604,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrII,S000000455,MRPS5,721390,722313,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrII,S000000461,POP4,728885,729724,+,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrII,S000000462,SHG1,729734,730162,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrII,S000000463,YBR259W,730387,732453,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrII,S000000464,RGD1,732639,734639,-,Ambiguous,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrII,S000000465,TAE1,734832,735530,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrII,S000000466,MIC12,735720,736040,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrII,S000000467,SHM1,736264,737736,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVIII,S000007000,YHRCdelta14,530049,530379,-,Unknown,long terminal repeat,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrII,S000000469,TSC10,738582,739544,+,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrII,S000007591,YBL029C-A,164488,164772,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrII,S000000471,REI1,739841,741022,+,Ambiguous,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrV,S000000941,RTR1,450563,451243,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrV,S000000942,EMP65,451565,453235,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrV,S000000943,COX15,453459,454919,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrV,S000000944,MAG1,455146,456036,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrII,S000007592,PAU9,7605,7733,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrII,S000007593,YBR103C-A,449320,449463,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIII,S000000554,KTA1,39786,40724,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIII,S000000555,APA1,37836,38801,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIII,S000000556,LRE1,35865,37616,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIII,S000000557,PBN1,34143,35393,-,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrI,S000000004,SSA1,139503,141431,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVIII,S000001077,NEL1,178219,180111,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIII,S000000559,SPB1,31449,33974,+,Ambiguous,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIII,S000000560,KAR4,27929,28936,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIII,S000000561,PEX34,26925,27359,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIII,S000000562,PRD1,24768,26906,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIII,S000000563,FYV5,23523,23981,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIII,S000000564,KRR1,22429,23379,-,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIII,S000000566,MRC1,18816,22106,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIII,S000000568,VAC17,17290,18561,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIII,S000000569,CHA1,15798,16880,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIII,S000000570,YCL065W,13751,14119,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIII,S000000571,HMLALPHA1,13282,13809,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIII,S000000572,HMLALPHA2,12386,13018,-,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIII,S000000573,YCL068C,11503,12285,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVIII,S000001071,YHI9,167677,168561,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVIII,S000007001,YHRCdelta15,543610,543941,-,Unknown,long terminal repeat,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVIII,S000001072,SLT2,168890,170344,-,Ambiguous,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVIII,S000001073,RRM3,170799,172970,-,Ambiguous,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVIII,S000001074,ERC1,173344,175089,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVIII,S000001075,YHR033W,175548,176819,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVIII,S000001076,PIH1,176965,177999,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrII,S000007594,YBR191W-A,607149,607223,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVIII,S000001078,BRL1,180345,181760,+,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVIII,S000001079,PUT2,181977,183704,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVIII,S000001080,RRF1,184066,184758,+,Ambiguous,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVIII,S000001081,MSC7,184875,186809,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrII,S000000325,GRS1,481364,483367,-,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrII,S000000350,MRPS9,535260,536096,+,Ambiguous,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVIII,S000001082,BCD1,187924,189024,+,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXI,S000001583,YPF1,253697,255460,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXI,S000001584,HSL1,248920,253476,+,Ambiguous,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXI,S000001585,YKL102C,248062,248367,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXI,S000001586,APE1,246138,247682,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXI,S000001587,GFA1,243220,245373,-,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrII,S000000326,MRPL36,483970,484503,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXI,S000001588,SEG2,239185,242583,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrII,S000000215,IPP1,257112,257975,-,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrII,S000000216,YBR012C,259147,259566,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrII,S000000217,YBR013C,265492,265881,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrII,S000000218,GRX7,266725,267336,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrII,S000000219,MNN2,267710,269503,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrII,S000000220,CPP1,270247,270633,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrII,S000000327,TFC1,484742,486691,-,Ambiguous,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrII,S000000221,KAP104,270947,273703,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrII,S000000222,GAL7,274427,275527,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrII,S000000223,GAL10,276253,278352,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrII,S000000224,GAL1,279021,280607,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrII,S000000225,FUR4,281443,283344,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrII,S000000226,POA1,283738,284271,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrII,S000000227,CHS3,284428,287925,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrII,S000000228,SCO2,289445,290350,+,Ambiguous,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
